Portfolio,Geography,Category,Brand,Segment,Sales,Margin,Trend,Contribution,Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
Personal Care,Asia,Body,Kaybeauty,Bronzer,493222,0.37,0.12,0.08,0.09999999999999999,0.13999999999999999,0.03,0.13
Beauty,Europe,Hair,L'Oreal,Hair Spray,481238,0.43,0.09,0.26,0.06999999999999999,0.11,0.21000000000000002,0.31
Personal Care,Africa,Makeup,L'Oreal,Perfume,155339,0.45,-0.03,0.26,-0.05,-0.009999999999999998,0.21000000000000002,0.31
Personal Care,Europe,Fragrance,Kaybeauty,Lipstick,100606,0.47,0.03,0.1,0.009999999999999998,0.05,0.05,0.15000000000000002
Luxury,Europe,Body,MAC,Mascara,212987,0.15,-0.02,0.27,-0.04,0.0,0.22000000000000003,0.32
Beauty,Asia,Skincare,Kaybeauty,Bronzer,74193,0.26,0.04,0.22,0.02,0.06,0.16999999999999998,0.27
Personal Care,Europe,Body,L'Oreal,Hair Spray,437482,0.38,0.19,0.25,0.17,0.21,0.2,0.3
Luxury,Europe,Makeup,MAC,Foundation,186289,0.29,0.05,0.23,0.030000000000000002,0.07,0.18,0.28
Beauty,Africa,Body,L'Oreal,Shampoo,82389,0.26,0.07,0.16,0.05,0.09000000000000001,0.11,0.21000000000000002
Beauty,Europe,Makeup,L'Oreal,Bronzer,280996,0.33,0.01,0.25,-0.01,0.03,0.2,0.3
Beauty,North America,Fragrance,L'Oreal,Hair Spray,218696,0.38,0.09,0.2,0.06999999999999999,0.11,0.15000000000000002,0.25
Beauty,North America,Skincare,Kaybeauty,Bronzer,491476,0.11,0.01,0.23,-0.01,0.03,0.18,0.28
Beauty,Europe,Makeup,Kaybeauty,Body Lotion,92849,0.5,0.02,0.22,0.0,0.04,0.16999999999999998,0.27
Personal Care,Asia,Fragrance,Kaybeauty,Hair Spray,434315,0.24,0.05,0.1,0.030000000000000002,0.07,0.05,0.15000000000000002
Personal Care,Asia,Makeup,Kaybeauty,Bronzer,54776,0.38,0.01,0.25,-0.01,0.03,0.2,0.3
Luxury,Africa,Skincare,MAC,Conditioner,202790,0.19,0.01,0.18,-0.01,0.03,0.13,0.22999999999999998
Beauty,Africa,Skincare,L'Oreal,Body Lotion,79579,0.31,0.15,0.26,0.13,0.16999999999999998,0.21000000000000002,0.31
Personal Care,Asia,Hair,L'Oreal,Hair Spray,83971,0.42,0.1,0.26,0.08,0.12000000000000001,0.21000000000000002,0.31
Beauty,North America,Skincare,L'Oreal,Shampoo,336847,0.34,0.09,0.15,0.06999999999999999,0.11,0.09999999999999999,0.2
Luxury,Asia,Fragrance,L'Oreal,Foundation,384976,0.15,-0.04,0.14,-0.06,-0.02,0.09000000000000001,0.19
Luxury,South America,Makeup,Kaybeauty,Conditioner,120762,0.26,0.03,0.26,0.009999999999999998,0.05,0.21000000000000002,0.31
Luxury,North America,Fragrance,Kaybeauty,Perfume,226606,0.32,0.13,0.09,0.11,0.15,0.039999999999999994,0.14
Personal Care,Europe,Skincare,Kaybeauty,Hair Spray,485194,0.13,0.0,0.24,-0.02,0.02,0.19,0.29
Beauty,Europe,Hair,Kaybeauty,Conditioner,57986,0.27,-0.01,0.29,-0.03,0.01,0.24,0.33999999999999997
Beauty,South America,Fragrance,Kaybeauty,Hair Spray,351672,0.32,0.03,0.18,0.009999999999999998,0.05,0.13,0.22999999999999998
Luxury,Europe,Hair,Kaybeauty,Foundation,209098,0.22,-0.04,0.09,-0.06,-0.02,0.039999999999999994,0.14
Luxury,North America,Skincare,Kaybeauty,Body Lotion,66614,0.36,0.09,0.06,0.06999999999999999,0.11,0.009999999999999995,0.11
Beauty,Africa,Skincare,L'Oreal,Lipstick,110293,0.42,0.06,0.25,0.039999999999999994,0.08,0.2,0.3
Luxury,Asia,Skincare,L'Oreal,Bronzer,487543,0.43,0.06,0.14,0.039999999999999994,0.08,0.09000000000000001,0.19
Beauty,Africa,Hair,Kaybeauty,Bronzer,244418,0.21,-0.04,0.27,-0.06,-0.02,0.22000000000000003,0.32
Luxury,North America,Fragrance,Kaybeauty,Conditioner,146762,0.19,0.12,0.21,0.09999999999999999,0.13999999999999999,0.15999999999999998,0.26
Luxury,Africa,Fragrance,MAC,Lipstick,489690,0.36,-0.0,0.08,-0.02,0.02,0.03,0.13
Beauty,Africa,Hair,MAC,Toner,284597,0.37,0.01,0.06,-0.01,0.03,0.009999999999999995,0.11
Beauty,North America,Hair,MAC,Shampoo,425013,0.34,0.07,0.05,0.05,0.09000000000000001,0.0,0.1
Luxury,South America,Skincare,MAC,Perfume,301006,0.16,0.2,0.12,0.18000000000000002,0.22,0.06999999999999999,0.16999999999999998
Beauty,South America,Body,Kaybeauty,Shampoo,105859,0.37,-0.04,0.13,-0.06,-0.02,0.08,0.18
Luxury,Asia,Fragrance,L'Oreal,Shampoo,197793,0.17,0.04,0.1,0.02,0.06,0.05,0.15000000000000002
Beauty,South America,Hair,Kaybeauty,Perfume,145245,0.17,-0.04,0.11,-0.06,-0.02,0.06,0.16
Personal Care,Asia,Hair,L'Oreal,Lipstick,93117,0.46,0.1,0.27,0.08,0.12000000000000001,0.22000000000000003,0.32
Beauty,South America,Body,MAC,Toner,68695,0.26,0.08,0.26,0.06,0.1,0.21000000000000002,0.31
Beauty,Asia,Hair,MAC,Shampoo,54430,0.36,-0.04,0.2,-0.06,-0.02,0.15000000000000002,0.25
Beauty,Asia,Body,Kaybeauty,Body Lotion,92241,0.22,-0.01,0.08,-0.03,0.01,0.03,0.13
Personal Care,North America,Fragrance,MAC,Perfume,497466,0.34,-0.04,0.11,-0.06,-0.02,0.06,0.16
Beauty,Europe,Hair,Kaybeauty,Lipstick,185662,0.25,-0.04,0.17,-0.06,-0.02,0.12000000000000001,0.22000000000000003
Personal Care,South America,Fragrance,Kaybeauty,Mascara,120081,0.22,0.03,0.21,0.009999999999999998,0.05,0.15999999999999998,0.26
Beauty,South America,Body,L'Oreal,Toner,199453,0.26,0.08,0.17,0.06,0.1,0.12000000000000001,0.22000000000000003
Beauty,North America,Body,MAC,Conditioner,96775,0.15,0.15,0.16,0.13,0.16999999999999998,0.11,0.21000000000000002
Luxury,North America,Skincare,L'Oreal,Lipstick,387816,0.39,-0.04,0.22,-0.06,-0.02,0.16999999999999998,0.27
Luxury,North America,Fragrance,MAC,Hair Spray,148112,0.45,0.06,0.25,0.039999999999999994,0.08,0.2,0.3
Beauty,Africa,Body,MAC,Shampoo,342429,0.11,0.17,0.24,0.15000000000000002,0.19,0.19,0.29
Personal Care,Asia,Makeup,L'Oreal,Mascara,95380,0.25,0.09,0.16,0.06999999999999999,0.11,0.11,0.21000000000000002
Beauty,South America,Makeup,Kaybeauty,Lipstick,171725,0.36,0.12,0.2,0.09999999999999999,0.13999999999999999,0.15000000000000002,0.25
Luxury,Asia,Skincare,Kaybeauty,Toner,417650,0.4,0.06,0.14,0.039999999999999994,0.08,0.09000000000000001,0.19
Personal Care,Europe,Fragrance,MAC,Perfume,388147,0.22,0.14,0.13,0.12000000000000001,0.16,0.08,0.18
Beauty,South America,Skincare,L'Oreal,Perfume,370037,0.31,0.09,0.07,0.06999999999999999,0.11,0.020000000000000004,0.12000000000000001
Beauty,South America,Fragrance,MAC,Conditioner,364281,0.33,0.16,0.1,0.14,0.18,0.05,0.15000000000000002
Luxury,Africa,Body,L'Oreal,Toner,482735,0.38,-0.04,0.05,-0.06,-0.02,0.0,0.1
Luxury,Europe,Body,Kaybeauty,Lipstick,423378,0.37,0.19,0.29,0.17,0.21,0.24,0.33999999999999997
Personal Care,North America,Hair,MAC,Conditioner,286342,0.34,0.19,0.27,0.17,0.21,0.22000000000000003,0.32
Beauty,Asia,Fragrance,MAC,Mascara,488801,0.48,0.1,0.08,0.08,0.12000000000000001,0.03,0.13
Luxury,South America,Hair,Kaybeauty,Foundation,101042,0.17,0.13,0.24,0.11,0.15,0.19,0.29
Luxury,Africa,Skincare,Kaybeauty,Bronzer,363990,0.36,0.03,0.16,0.009999999999999998,0.05,0.11,0.21000000000000002
Luxury,Asia,Body,MAC,Hair Spray,276411,0.27,0.11,0.15,0.09,0.13,0.09999999999999999,0.2
Personal Care,Europe,Skincare,L'Oreal,Shampoo,56671,0.37,-0.04,0.25,-0.06,-0.02,0.2,0.3
Beauty,Africa,Makeup,Kaybeauty,Body Lotion,302393,0.21,0.11,0.21,0.09,0.13,0.15999999999999998,0.26
Personal Care,Asia,Hair,MAC,Mascara,248730,0.27,0.06,0.09,0.039999999999999994,0.08,0.039999999999999994,0.14
Personal Care,Africa,Hair,L'Oreal,Lipstick,69462,0.11,-0.04,0.16,-0.06,-0.02,0.11,0.21000000000000002
Personal Care,Asia,Makeup,MAC,Hair Spray,57902,0.11,0.05,0.13,0.030000000000000002,0.07,0.08,0.18
Personal Care,Asia,Skincare,Kaybeauty,Foundation,74691,0.42,0.12,0.2,0.09999999999999999,0.13999999999999999,0.15000000000000002,0.25
Beauty,South America,Body,Kaybeauty,Hair Spray,124396,0.36,0.18,0.29,0.16,0.19999999999999998,0.24,0.33999999999999997
Beauty,South America,Makeup,MAC,Shampoo,137175,0.34,0.19,0.2,0.17,0.21,0.15000000000000002,0.25
Luxury,Africa,Hair,L'Oreal,Bronzer,402042,0.36,0.19,0.2,0.17,0.21,0.15000000000000002,0.25
Personal Care,Europe,Body,Kaybeauty,Perfume,280611,0.17,0.06,0.23,0.039999999999999994,0.08,0.18,0.28
Beauty,North America,Skincare,MAC,Body Lotion,244260,0.39,0.11,0.09,0.09,0.13,0.039999999999999994,0.14
Luxury,South America,Body,L'Oreal,Shampoo,445752,0.37,0.04,0.21,0.02,0.06,0.15999999999999998,0.26
Beauty,Asia,Hair,Kaybeauty,Shampoo,364657,0.2,0.09,0.2,0.06999999999999999,0.11,0.15000000000000002,0.25
Luxury,Europe,Skincare,L'Oreal,Conditioner,300758,0.1,0.19,0.15,0.17,0.21,0.09999999999999999,0.2
Luxury,Africa,Hair,MAC,Shampoo,67628,0.33,0.09,0.27,0.06999999999999999,0.11,0.22000000000000003,0.32
Beauty,North America,Fragrance,Kaybeauty,Foundation,98308,0.44,0.06,0.2,0.039999999999999994,0.08,0.15000000000000002,0.25
Beauty,Asia,Hair,MAC,Shampoo,471949,0.16,0.03,0.23,0.009999999999999998,0.05,0.18,0.28
Personal Care,North America,Makeup,MAC,Shampoo,453284,0.17,0.07,0.24,0.05,0.09000000000000001,0.19,0.29
Luxury,South America,Body,Kaybeauty,Body Lotion,305596,0.48,-0.01,0.17,-0.03,0.01,0.12000000000000001,0.22000000000000003
Beauty,South America,Fragrance,L'Oreal,Toner,269885,0.29,0.02,0.22,0.0,0.04,0.16999999999999998,0.27
Personal Care,South America,Body,Kaybeauty,Body Lotion,89920,0.15,0.1,0.12,0.08,0.12000000000000001,0.06999999999999999,0.16999999999999998
Beauty,Asia,Body,Kaybeauty,Bronzer,292294,0.11,0.16,0.15,0.14,0.18,0.09999999999999999,0.2
Personal Care,Africa,Hair,L'Oreal,Mascara,403578,0.26,-0.01,0.16,-0.03,0.01,0.11,0.21000000000000002
Luxury,Europe,Skincare,L'Oreal,Shampoo,143148,0.44,0.18,0.12,0.16,0.19999999999999998,0.06999999999999999,0.16999999999999998
Beauty,Asia,Hair,L'Oreal,Hair Spray,143991,0.24,0.13,0.26,0.11,0.15,0.21000000000000002,0.31
Personal Care,North America,Fragrance,L'Oreal,Conditioner,108884,0.37,0.14,0.2,0.12000000000000001,0.16,0.15000000000000002,0.25
Personal Care,North America,Body,L'Oreal,Shampoo,57370,0.41,0.0,0.2,-0.02,0.02,0.15000000000000002,0.25
Personal Care,South America,Skincare,MAC,Mascara,104488,0.16,0.16,0.07,0.14,0.18,0.020000000000000004,0.12000000000000001
Personal Care,Africa,Makeup,MAC,Conditioner,268435,0.15,0.01,0.2,-0.01,0.03,0.15000000000000002,0.25
Personal Care,South America,Body,Kaybeauty,Shampoo,217571,0.45,0.06,0.17,0.039999999999999994,0.08,0.12000000000000001,0.22000000000000003
Luxury,Africa,Hair,L'Oreal,Bronzer,432701,0.48,0.05,0.27,0.030000000000000002,0.07,0.22000000000000003,0.32
Luxury,Africa,Hair,MAC,Lipstick,361919,0.37,0.11,0.16,0.09,0.13,0.11,0.21000000000000002
Personal Care,North America,Body,L'Oreal,Shampoo,287131,0.45,0.17,0.26,0.15000000000000002,0.19,0.21000000000000002,0.31
Beauty,North America,Skincare,Kaybeauty,Hair Spray,331849,0.41,0.03,0.25,0.009999999999999998,0.05,0.2,0.3
Beauty,South America,Fragrance,MAC,Toner,468315,0.44,0.0,0.07,-0.02,0.02,0.020000000000000004,0.12000000000000001
Luxury,North America,Body,MAC,Mascara,141631,0.44,-0.04,0.19,-0.06,-0.02,0.14,0.24
Luxury,Africa,Hair,Kaybeauty,Perfume,240531,0.43,0.07,0.26,0.05,0.09000000000000001,0.21000000000000002,0.31
Beauty,North America,Body,L'Oreal,Bronzer,210730,0.44,0.12,0.25,0.09999999999999999,0.13999999999999999,0.2,0.3
Luxury,Africa,Hair,MAC,Body Lotion,180218,0.32,0.0,0.11,-0.02,0.02,0.06,0.16
Beauty,South America,Hair,L'Oreal,Shampoo,437914,0.2,0.19,0.19,0.17,0.21,0.14,0.24
Personal Care,South America,Makeup,MAC,Foundation,310371,0.24,0.08,0.2,0.06,0.1,0.15000000000000002,0.25
Personal Care,Asia,Skincare,Kaybeauty,Perfume,228939,0.39,0.13,0.1,0.11,0.15,0.05,0.15000000000000002
Beauty,North America,Fragrance,Kaybeauty,Hair Spray,358365,0.31,0.19,0.19,0.17,0.21,0.14,0.24
Beauty,Asia,Skincare,L'Oreal,Shampoo,207079,0.36,-0.04,0.26,-0.06,-0.02,0.21000000000000002,0.31
Personal Care,Europe,Fragrance,MAC,Foundation,86788,0.45,0.01,0.08,-0.01,0.03,0.03,0.13
Luxury,Africa,Fragrance,Kaybeauty,Perfume,61804,0.3,-0.02,0.28,-0.04,0.0,0.23000000000000004,0.33
Luxury,South America,Skincare,MAC,Conditioner,219475,0.4,0.11,0.21,0.09,0.13,0.15999999999999998,0.26
Beauty,Asia,Hair,L'Oreal,Bronzer,216146,0.47,0.18,0.23,0.16,0.19999999999999998,0.18,0.28
Luxury,Europe,Makeup,Kaybeauty,Mascara,471248,0.29,0.18,0.22,0.16,0.19999999999999998,0.16999999999999998,0.27
Luxury,Asia,Fragrance,MAC,Hair Spray,251346,0.24,-0.0,0.28,-0.02,0.02,0.23000000000000004,0.33
Beauty,South America,Body,MAC,Toner,252824,0.42,0.12,0.28,0.09999999999999999,0.13999999999999999,0.23000000000000004,0.33
Beauty,Asia,Skincare,MAC,Bronzer,83102,0.41,0.18,0.2,0.16,0.19999999999999998,0.15000000000000002,0.25
Luxury,Asia,Skincare,Kaybeauty,Hair Spray,204944,0.13,-0.0,0.15,-0.02,0.02,0.09999999999999999,0.2
Personal Care,North America,Hair,MAC,Foundation,76333,0.28,-0.02,0.17,-0.04,0.0,0.12000000000000001,0.22000000000000003
Beauty,Europe,Body,L'Oreal,Foundation,109422,0.4,0.14,0.05,0.12000000000000001,0.16,0.0,0.1
Luxury,Africa,Hair,MAC,Foundation,89212,0.25,0.11,0.06,0.09,0.13,0.009999999999999995,0.11
Personal Care,Africa,Fragrance,Kaybeauty,Body Lotion,84146,0.41,0.18,0.19,0.16,0.19999999999999998,0.14,0.24
Beauty,North America,Body,L'Oreal,Mascara,288538,0.13,-0.01,0.29,-0.03,0.01,0.24,0.33999999999999997
Personal Care,South America,Makeup,Kaybeauty,Mascara,379185,0.21,0.01,0.27,-0.01,0.03,0.22000000000000003,0.32
Personal Care,South America,Body,MAC,Bronzer,430577,0.3,0.15,0.21,0.13,0.16999999999999998,0.15999999999999998,0.26
Luxury,Europe,Hair,Kaybeauty,Shampoo,64082,0.15,0.13,0.24,0.11,0.15,0.19,0.29
Personal Care,North America,Makeup,MAC,Perfume,453762,0.18,0.05,0.17,0.030000000000000002,0.07,0.12000000000000001,0.22000000000000003
Personal Care,Asia,Fragrance,Kaybeauty,Perfume,335005,0.47,0.12,0.25,0.09999999999999999,0.13999999999999999,0.2,0.3
Personal Care,North America,Hair,MAC,Hair Spray,266965,0.24,0.11,0.11,0.09,0.13,0.06,0.16
Personal Care,Asia,Body,L'Oreal,Mascara,407417,0.28,0.08,0.21,0.06,0.1,0.15999999999999998,0.26
Personal Care,Europe,Skincare,Kaybeauty,Hair Spray,176486,0.25,-0.04,0.09,-0.06,-0.02,0.039999999999999994,0.14
Beauty,Europe,Hair,MAC,Body Lotion,178013,0.16,0.05,0.22,0.030000000000000002,0.07,0.16999999999999998,0.27
Personal Care,North America,Fragrance,L'Oreal,Toner,264724,0.31,0.06,0.18,0.039999999999999994,0.08,0.13,0.22999999999999998
Personal Care,Africa,Makeup,MAC,Lipstick,347302,0.3,0.04,0.07,0.02,0.06,0.020000000000000004,0.12000000000000001
Beauty,Africa,Skincare,MAC,Mascara,271793,0.32,0.02,0.28,0.0,0.04,0.23000000000000004,0.33
Beauty,Africa,Body,L'Oreal,Toner,193801,0.47,0.1,0.1,0.08,0.12000000000000001,0.05,0.15000000000000002
Luxury,Europe,Fragrance,L'Oreal,Bronzer,195244,0.23,-0.03,0.23,-0.05,-0.009999999999999998,0.18,0.28
Personal Care,Europe,Skincare,MAC,Hair Spray,325020,0.31,-0.01,0.24,-0.03,0.01,0.19,0.29
Personal Care,Africa,Skincare,L'Oreal,Perfume,62392,0.31,0.19,0.1,0.17,0.21,0.05,0.15000000000000002
Personal Care,Asia,Body,MAC,Foundation,266137,0.12,-0.05,0.13,-0.07,-0.030000000000000002,0.08,0.18
Luxury,North America,Skincare,MAC,Foundation,392529,0.47,0.06,0.22,0.039999999999999994,0.08,0.16999999999999998,0.27
Luxury,Africa,Skincare,L'Oreal,Bronzer,413931,0.13,0.19,0.08,0.17,0.21,0.03,0.13
Luxury,Europe,Hair,MAC,Toner,441327,0.11,0.12,0.07,0.09999999999999999,0.13999999999999999,0.020000000000000004,0.12000000000000001
Luxury,Africa,Fragrance,Kaybeauty,Hair Spray,437229,0.12,0.1,0.14,0.08,0.12000000000000001,0.09000000000000001,0.19
Luxury,North America,Body,MAC,Toner,399198,0.2,-0.02,0.08,-0.04,0.0,0.03,0.13
Beauty,South America,Body,L'Oreal,Toner,156390,0.44,0.09,0.17,0.06999999999999999,0.11,0.12000000000000001,0.22000000000000003
Personal Care,Asia,Fragrance,L'Oreal,Bronzer,70694,0.13,0.14,0.15,0.12000000000000001,0.16,0.09999999999999999,0.2
Beauty,North America,Makeup,MAC,Bronzer,267069,0.34,0.17,0.07,0.15000000000000002,0.19,0.020000000000000004,0.12000000000000001
Personal Care,Europe,Fragrance,L'Oreal,Conditioner,411802,0.13,0.07,0.11,0.05,0.09000000000000001,0.06,0.16
Luxury,Africa,Hair,Kaybeauty,Body Lotion,141964,0.23,0.18,0.18,0.16,0.19999999999999998,0.13,0.22999999999999998
Beauty,Asia,Hair,Kaybeauty,Shampoo,383758,0.36,0.12,0.17,0.09999999999999999,0.13999999999999999,0.12000000000000001,0.22000000000000003
Personal Care,Africa,Body,MAC,Shampoo,379770,0.25,0.07,0.1,0.05,0.09000000000000001,0.05,0.15000000000000002
Personal Care,Europe,Body,Kaybeauty,Lipstick,499923,0.16,0.17,0.13,0.15000000000000002,0.19,0.08,0.18
Personal Care,Europe,Makeup,MAC,Shampoo,249714,0.16,0.19,0.07,0.17,0.21,0.020000000000000004,0.12000000000000001
Luxury,Asia,Skincare,MAC,Body Lotion,464748,0.39,-0.04,0.17,-0.06,-0.02,0.12000000000000001,0.22000000000000003
Personal Care,North America,Makeup,MAC,Conditioner,362061,0.35,0.13,0.13,0.11,0.15,0.08,0.18
Personal Care,Europe,Body,Kaybeauty,Foundation,345454,0.24,0.06,0.15,0.039999999999999994,0.08,0.09999999999999999,0.2
Personal Care,Africa,Hair,L'Oreal,Hair Spray,89800,0.44,0.11,0.27,0.09,0.13,0.22000000000000003,0.32
Personal Care,North America,Body,MAC,Perfume,444632,0.23,0.08,0.27,0.06,0.1,0.22000000000000003,0.32
Personal Care,Asia,Fragrance,Kaybeauty,Toner,68318,0.13,0.05,0.26,0.030000000000000002,0.07,0.21000000000000002,0.31
Luxury,North America,Skincare,L'Oreal,Bronzer,84184,0.37,0.16,0.21,0.14,0.18,0.15999999999999998,0.26
Beauty,Asia,Skincare,MAC,Toner,56369,0.13,0.1,0.08,0.08,0.12000000000000001,0.03,0.13
Personal Care,North America,Fragrance,MAC,Mascara,132453,0.35,0.12,0.28,0.09999999999999999,0.13999999999999999,0.23000000000000004,0.33
Beauty,Asia,Skincare,MAC,Lipstick,103387,0.36,-0.02,0.06,-0.04,0.0,0.009999999999999995,0.11
Beauty,Africa,Hair,Kaybeauty,Bronzer,194391,0.23,0.09,0.06,0.06999999999999999,0.11,0.009999999999999995,0.11
Beauty,Europe,Hair,Kaybeauty,Lipstick,417763,0.31,0.11,0.1,0.09,0.13,0.05,0.15000000000000002
Beauty,Africa,Body,Kaybeauty,Toner,367304,0.31,0.09,0.07,0.06999999999999999,0.11,0.020000000000000004,0.12000000000000001
Personal Care,Africa,Skincare,Kaybeauty,Lipstick,299681,0.15,0.12,0.06,0.09999999999999999,0.13999999999999999,0.009999999999999995,0.11
Beauty,South America,Hair,L'Oreal,Hair Spray,453160,0.36,0.17,0.23,0.15000000000000002,0.19,0.18,0.28
Beauty,North America,Body,MAC,Body Lotion,438037,0.46,0.02,0.05,0.0,0.04,0.0,0.1
Beauty,Africa,Skincare,MAC,Hair Spray,64433,0.18,0.16,0.29,0.14,0.18,0.24,0.33999999999999997
Luxury,Europe,Makeup,L'Oreal,Body Lotion,142393,0.38,0.16,0.09,0.14,0.18,0.039999999999999994,0.14
Personal Care,South America,Skincare,Kaybeauty,Conditioner,170003,0.44,0.19,0.22,0.17,0.21,0.16999999999999998,0.27
Personal Care,Africa,Fragrance,L'Oreal,Hair Spray,211464,0.4,0.15,0.08,0.13,0.16999999999999998,0.03,0.13
Beauty,Europe,Makeup,L'Oreal,Conditioner,308976,0.22,0.01,0.09,-0.01,0.03,0.039999999999999994,0.14
Beauty,Asia,Body,MAC,Perfume,234614,0.28,-0.02,0.21,-0.04,0.0,0.15999999999999998,0.26
Luxury,Asia,Makeup,MAC,Toner,159433,0.17,-0.01,0.13,-0.03,0.01,0.08,0.18
Personal Care,Africa,Hair,Kaybeauty,Hair Spray,226420,0.35,0.04,0.08,0.02,0.06,0.03,0.13
Luxury,Africa,Fragrance,Kaybeauty,Toner,89232,0.28,0.02,0.27,0.0,0.04,0.22000000000000003,0.32
Personal Care,Europe,Skincare,MAC,Toner,431213,0.22,0.1,0.24,0.08,0.12000000000000001,0.19,0.29
Personal Care,Africa,Body,L'Oreal,Perfume,297315,0.28,-0.04,0.09,-0.06,-0.02,0.039999999999999994,0.14
Beauty,North America,Makeup,Kaybeauty,Foundation,261219,0.16,0.18,0.14,0.16,0.19999999999999998,0.09000000000000001,0.19
Personal Care,South America,Skincare,Kaybeauty,Toner,260205,0.43,0.0,0.19,-0.02,0.02,0.14,0.24
Luxury,North America,Fragrance,MAC,Body Lotion,99179,0.33,0.03,0.29,0.009999999999999998,0.05,0.24,0.33999999999999997
Beauty,North America,Hair,MAC,Bronzer,468472,0.11,0.06,0.24,0.039999999999999994,0.08,0.19,0.29
Personal Care,North America,Makeup,Kaybeauty,Bronzer,67716,0.16,0.19,0.26,0.17,0.21,0.21000000000000002,0.31
Beauty,Europe,Body,L'Oreal,Bronzer,386188,0.11,0.01,0.16,-0.01,0.03,0.11,0.21000000000000002
Luxury,Asia,Hair,MAC,Hair Spray,90816,0.33,-0.03,0.09,-0.05,-0.009999999999999998,0.039999999999999994,0.14
Personal Care,North America,Makeup,L'Oreal,Hair Spray,192491,0.38,0.15,0.24,0.13,0.16999999999999998,0.19,0.29
Personal Care,South America,Makeup,MAC,Toner,88056,0.22,0.11,0.23,0.09,0.13,0.18,0.28
Luxury,Asia,Hair,Kaybeauty,Foundation,303085,0.48,0.06,0.18,0.039999999999999994,0.08,0.13,0.22999999999999998
Luxury,Europe,Fragrance,MAC,Body Lotion,438125,0.29,0.03,0.07,0.009999999999999998,0.05,0.020000000000000004,0.12000000000000001
Luxury,South America,Makeup,Kaybeauty,Conditioner,362510,0.31,0.17,0.25,0.15000000000000002,0.19,0.2,0.3
Luxury,North America,Makeup,Kaybeauty,Body Lotion,115116,0.11,0.02,0.21,0.0,0.04,0.15999999999999998,0.26
Beauty,North America,Makeup,Kaybeauty,Mascara,353620,0.16,0.18,0.13,0.16,0.19999999999999998,0.08,0.18
Beauty,North America,Makeup,Kaybeauty,Shampoo,126810,0.39,-0.04,0.11,-0.06,-0.02,0.06,0.16
Luxury,Europe,Makeup,L'Oreal,Body Lotion,485710,0.4,0.02,0.08,0.0,0.04,0.03,0.13
Beauty,Europe,Body,Kaybeauty,Mascara,124215,0.13,-0.03,0.11,-0.05,-0.009999999999999998,0.06,0.16
Luxury,North America,Body,Kaybeauty,Lipstick,190601,0.43,0.03,0.13,0.009999999999999998,0.05,0.08,0.18
Luxury,Europe,Hair,Kaybeauty,Body Lotion,269563,0.27,0.11,0.27,0.09,0.13,0.22000000000000003,0.32
Personal Care,Africa,Makeup,MAC,Hair Spray,454392,0.18,0.12,0.26,0.09999999999999999,0.13999999999999999,0.21000000000000002,0.31
Beauty,South America,Body,Kaybeauty,Lipstick,480407,0.35,0.05,0.13,0.030000000000000002,0.07,0.08,0.18
Beauty,North America,Body,MAC,Conditioner,490840,0.12,0.13,0.12,0.11,0.15,0.06999999999999999,0.16999999999999998
Luxury,South America,Fragrance,Kaybeauty,Hair Spray,214806,0.34,0.03,0.13,0.009999999999999998,0.05,0.08,0.18
Luxury,North America,Hair,L'Oreal,Hair Spray,92398,0.37,-0.01,0.24,-0.03,0.01,0.19,0.29
Personal Care,Africa,Skincare,MAC,Bronzer,193618,0.46,0.16,0.09,0.14,0.18,0.039999999999999994,0.14
Personal Care,North America,Body,Kaybeauty,Perfume,408798,0.38,0.16,0.15,0.14,0.18,0.09999999999999999,0.2
Personal Care,Europe,Skincare,Kaybeauty,Body Lotion,171389,0.26,0.02,0.25,0.0,0.04,0.2,0.3
Beauty,Africa,Body,Kaybeauty,Foundation,464018,0.24,-0.0,0.12,-0.02,0.02,0.06999999999999999,0.16999999999999998
Personal Care,South America,Fragrance,MAC,Body Lotion,57692,0.47,0.13,0.06,0.11,0.15,0.009999999999999995,0.11
Beauty,South America,Body,MAC,Foundation,145106,0.43,-0.03,0.1,-0.05,-0.009999999999999998,0.05,0.15000000000000002
Beauty,South America,Makeup,Kaybeauty,Toner,442623,0.14,-0.02,0.25,-0.04,0.0,0.2,0.3
Luxury,North America,Makeup,L'Oreal,Toner,259033,0.23,-0.04,0.26,-0.06,-0.02,0.21000000000000002,0.31
Personal Care,Africa,Hair,Kaybeauty,Shampoo,357672,0.19,0.14,0.22,0.12000000000000001,0.16,0.16999999999999998,0.27
Personal Care,South America,Skincare,L'Oreal,Toner,271000,0.27,0.16,0.18,0.14,0.18,0.13,0.22999999999999998
Personal Care,Africa,Skincare,Kaybeauty,Lipstick,479278,0.14,0.11,0.16,0.09,0.13,0.11,0.21000000000000002
Luxury,Europe,Hair,MAC,Foundation,360468,0.5,0.02,0.24,0.0,0.04,0.19,0.29
Personal Care,South America,Skincare,L'Oreal,Shampoo,422120,0.38,0.16,0.26,0.14,0.18,0.21000000000000002,0.31
Luxury,South America,Body,L'Oreal,Foundation,428649,0.4,-0.01,0.11,-0.03,0.01,0.06,0.16
Personal Care,Europe,Body,MAC,Bronzer,392212,0.11,0.07,0.24,0.05,0.09000000000000001,0.19,0.29
